image,question,answer,split
cat_093.jpg,Cả hai có đang nhìn lên trên không?,"Có, cả hai con mèo đều đang nhìn lên cao.",train
cat_094.jpg,Đây là ảnh chụp bộ phận nào?,Đây là ảnh chụp cận cảnh mặt hai con mèo.,train
cat_094.jpg,Mắt của chúng có màu gì?,Hai con mèo đều có đôi mắt màu đen.,train
cat_094.jpg,Con mèo bên phải đeo cái gì?,Con mèo bên phải đeo một chiếc vòng cổ đỏ.,train
cat_094.jpg,Chúng có đang nhắm mắt không?,"Không, cả hai con mèo đều đang mở to mắt.",train
cat_095.jpg,Con mèo đang làm hành động gì?,Con mèo đang chạy trên thảm cỏ xanh.,train
cat_095.jpg,Đuôi của con mèo đang ở tư thế nào?,Cái đuôi của con mèo đang dựng thẳng đứng.,train
cat_095.jpg,Bộ lông của con mèo có màu gì?,Con mèo có bộ lông màu vàng trắng.,train
cat_095.jpg,Con mèo có đang nằm im không?,"Không, con mèo đang vận động rất nhanh.",train
cat_096.jpg,Con mèo trong ảnh có màu lông gì?,Con mèo có bộ lông màu vàng cam xù.,train
cat_096.jpg,Mắt của con mèo có màu gì?,Con mèo có đôi mắt màu xanh lá nhạt.,train
cat_096.jpg,Nền phía sau con mèo có màu gì?,Nền phía sau con mèo có màu trắng xanh.,train
cat_096.jpg,Con mèo có đang nhìn thẳng không?,"Có, con mèo đang nhìn thẳng về phía trước.",train
cat_097.jpg,Có bao nhiêu con mèo trong bức ảnh?,Trong bức ảnh có hai con mèo.,train
cat_097.jpg,Chúng có màu lông như thế nào?,Chúng đều có bộ lông màu vàng trắng.,train
cat_097.jpg,Phía sau chúng có những gì?,Phía sau có nhiều tán lá cây xanh mướt.,train
cat_097.jpg,Hai con mèo có đang đứng không?,"Không, cả hai con mèo đều đang ngồi.",train
cat_098.jpg,Hai con mèo đang ở trong cái gì?,Hai con mèo đang ở trong một chiếc giỏ.,train
cat_098.jpg,Bộ lông của chúng trông như thế nào?,Chúng có bộ lông rất xù và dày.,train
cat_098.jpg,Màu sắc chủ đạo của chúng là gì?,Màu lông chủ đạo của chúng là màu vàng.,train
cat_098.jpg,Mắt của chúng có mở không?,"Có, cả hai đều đang mở mắt nhìn thẳng.",train
cat_099.jpg,Màu mắt của con mèo là màu gì?,Con mèo có đôi mắt màu xanh ngọc.,train
cat_099.jpg,Lông của con mèo có họa tiết gì?,Con mèo có bộ lông mịn màu xám nâu.,train
cat_099.jpg,Con mèo có ria mép không?,Con mèo có bộ ria mép màu trắng dài.,train
cat_099.jpg,Con mèo có đang giận dữ không?,"Không, vẻ mặt con mèo trông rất điềm tĩnh.",train
cat_100.jpg,Hai con mèo đang làm gì nhau?,Con mèo vàng đang liếm tai con mèo vằn.,train
cat_100.jpg,Con mèo bên trái có màu lông gì?,Con mèo bên trái có bộ lông vằn xám.,train
cat_100.jpg,Trạng thái của con mèo vằn như thế nào?,Con mèo vằn đang nhắm mắt tận hưởng.,train
cat_100.jpg,Con mèo vàng có đang đứng không?,"Không, cả hai con mèo đều đang ngồi sát nhau.",train
cow_001.jpg,Con vật trong ảnh là con gì?,Đây là một con bò.,train
cow_001.jpg,Có bao nhiêu con bò trong ảnh?,Có hai con bò trong ảnh.,train
cow_001.jpg,Con bò phía trước có màu gì?,Con bò có màu nâu và trắng.,train
cow_001.jpg,Con bò có đang ăn cỏ không?,"Có, con bò đang ăn cỏ.",train
cow_002.jpg,Con bò đang đứng ở đâu?,Con bò đang đứng trên bãi cỏ.,train
cow_002.jpg,Con bò có màu đen phải không?,"Không, con bò có màu nâu và trắng.",train
cow_002.jpg,Con vật này có sừng không?,"Có, con bò này có sừng.",train
cow_002.jpg,Có mấy con bò xuất hiện rõ ràng?,Có một con bò xuất hiện rõ.,train
cow_003.jpg,Con bò này có màu gì?,Con bò này có màu trắng.,train
cow_003.jpg,Trên đầu con bò có buộc vật gì?,Trên đầu bò có sợi dây đỏ.,train
cow_003.jpg,Con bò có đeo thẻ ở tai không?,"Có, con bò có đeo thẻ tai.",train
cow_003.jpg,Có bao nhiêu cái sừng trên đầu bò?,Có hai cái sừng trên đầu bò.,train
cow_004.jpg,Ai đang đứng cạnh con bò?,Một người phụ nữ đứng cạnh con bò.,train
cow_004.jpg,Bầu vú của con bò có to không?,"Có, bầu vú của nó rất to.",train
cow_004.jpg,Áo của người phụ nữ màu gì?,Áo của người phụ nữ màu trắng.,train
cow_004.jpg,Có bao nhiêu người trong bức ảnh này?,Có một người trong bức ảnh này.,train
cow_005.jpg,Bức ảnh được chụp ở bối cảnh nào?,Bức ảnh được chụp cạnh một hồ nước.,train
cow_005.jpg,Có người nào đang ngồi gần hồ không?,"Có, một vài người đang ngồi gần hồ.",train
cow_005.jpg,Có mấy con bò đang gặm cỏ?,Có hai con bò đang gặm cỏ.,train
cow_005.jpg,Bầu trời trong ảnh có màu gì?,Bầu trời trong ảnh có màu xanh.,train
cow_006.jpg,Đàn bò trong ảnh chủ yếu màu gì?,Đàn bò trong ảnh chủ yếu màu trắng.,train
cow_006.jpg,Có bao nhiêu con bò con ở phía trước?,Có sáu con bò con đứng phía trước.,train
cow_006.jpg,Đàn bò có đang ở ngoài đồng không?,"Không, đàn bò đang ở trong chuồng trại.",train
cow_006.jpg,Các con vật đang đứng trên nền gì?,Chúng đang đứng trên nền đất nâu.,train
cow_007.jpg,Các con bò đang làm gì?,Chúng đang thò đầu qua rào chắn.,train
cow_007.jpg,Có nhiều hơn ba con bò trong ảnh không?,"Có, có nhiều hơn ba con bò.",train
cow_007.jpg,Thẻ đeo tai của những con bò màu gì?,Thẻ đeo tai của chúng có màu vàng.,train
cow_007.jpg,Chuồng bò được làm bằng chất liệu gì?,Chuồng bò được làm bằng kim loại.,train
cow_008.jpg,Con bò này có những màu nào?,Con bò này có màu trắng và đen.,train
cow_008.jpg,Con bò này có gầy không?,"Không, con bò này rất béo tròn.",train
cow_008.jpg,Con bò đang nhìn về hướng nào?,Con bò đang nhìn thẳng về phía trước.,train
cow_008.jpg,Con bò có bao nhiêu cái chân?,Con bò có bốn cái chân.,train
cow_009.jpg,Người đàn ông đang dắt con vật gì?,Người đàn ông đang dắt một con bò.,train
cow_009.jpg,Người đàn ông có đội mũ không?,"Có, người đàn ông có đội mũ.",train
cow_009.jpg,Con bò đang được dắt có màu gì?,Con bò đang được dắt màu xám nâu.,train
cow_009.jpg,Có mấy người đang đứng ở phía sau?,Có bốn người đang đứng phía sau.,train
cow_010.jpg,Con vật trong ảnh có màu gì?,Con vật này có màu nâu đỏ.,train
cow_010.jpg,Con bò này có cơ bắp không?,"Có, con bò này rất cơ bắp.",train
cow_010.jpg,Đằng sau con bò có gì?,Đằng sau con bò có nhiều cây cối.,train
cow_010.jpg,Có bao nhiêu con bò trong ảnh này?,Có một con bò trong bức ảnh này.,train
cow_011.jpg,Con vật trong ảnh là con gì?,Đây là một con bò.,train
cow_011.jpg,Có bao nhiêu con bò trong ảnh?,Có một con bò trong ảnh.,train
cow_011.jpg,Con bò này có màu đen phải không?,"Không, con bò này có màu trắng.",train
cow_011.jpg,Con bò đang đứng ở đâu?,Con bò đang đứng trên bãi cỏ.,train
cow_012.jpg,Bức ảnh chụp con vật nào?,Bức ảnh chụp một con bò.,train
cow_012.jpg,Con bò có những màu gì?,Con bò có màu nâu và trắng.,train
cow_012.jpg,Có hai con bò trong ảnh phải không?,"Không, chỉ có một con bò.",train
cow_012.jpg,Con bò đang làm gì?,Con bò đang đứng trên thảm cỏ.,train
cow_013.jpg,Những con vật này là gì?,Những con vật này là bò.,train
cow_013.jpg,Những con bò này có màu nâu không?,"Có, những con bò có màu nâu.",train
cow_013.jpg,Đàn bò đang làm gì?,Đàn bò đang ăn cỏ trên đồng.,train
cow_013.jpg,Phía sau đàn bò có gì?,Phía sau đàn bò có rừng cây.,train
cow_014.jpg,Trong ảnh có động vật nào?,Trong ảnh có những con bò.,train
cow_014.jpg,Có tổng cộng bao nhiêu con bò?,Có tổng cộng bốn con bò.,train
cow_014.jpg,Những con bò chủ yếu có màu gì?,Những con bò chủ yếu màu trắng.,train
cow_014.jpg,Đàn bò đang ở trên đồi cỏ đúng không?,"Có, đàn bò đang ở trên đồi.",train
cow_015.jpg,Con vật đang nhìn ống kính là gì?,Nó là một con bò.,train
cow_015.jpg,Trên tai con bò có gắn gì?,Tai con bò có gắn thẻ vàng.,train
cow_015.jpg,Mũi của con bò có màu đen không?,"Có, mũi của nó có màu đen.",train
cow_015.jpg,Con bò có mấy cái tai?,Con bò có hai cái tai.,train
cow_016.jpg,Con vật trong hình là con gì?,Đây là một con bò.,train
cow_016.jpg,Lông con bò có màu gì?,Lông con bò có màu nâu nhạt.,train
cow_016.jpg,Bầu trời có xuất hiện trong ảnh không?,"Không, bầu trời không xuất hiện.",train
cow_016.jpg,Con bò đang đứng ở khu vực nào?,Con bò đứng ở đồng cỏ xanh.,train
cow_017.jpg,Con vật đang cúi xuống làm gì?,Con bò đang cúi xuống ăn cỏ.,train
cow_017.jpg,Phần đầu của con bò có màu gì?,Phần đầu của nó có màu trắng.,train
cow_017.jpg,Có bao nhiêu con bò trong hình?,Chỉ có một con bò trong hình.,train
cow_017.jpg,Bức ảnh được chụp vào ban đêm phải không?,"Không, bức ảnh chụp vào ban ngày.",train
cow_018.jpg,Phía sau đồng cỏ có công trình gì?,Phía sau có một tòa nhà lớn.,train
cow_018.jpg,Những con bò phía trước có màu gì?,Chúng có màu nâu pha đốm trắng.,train
cow_018.jpg,Những con bò có đang chạy không?,"Không, những con bò đang ăn cỏ.",train
cow_018.jpg,Cảnh quan phía xa trong bức ảnh là gì?,Phía xa là những ngọn núi.,train
cow_019.jpg,Trong ảnh có những con vật gì?,Trong ảnh có những con bò.,train
cow_019.jpg,Có tất cả bao nhiêu con bò đen?,Có tất cả năm con bò.,train
cow_019.jpg,Những con bò này có màu trắng không?,"Không, những con bò có màu đen.",train
cow_019.jpg,Đàn bò đang hoạt động gì?,Đàn bò đang gặm cỏ quanh cây.,train
cow_020.jpg,Con vật chính trong khung hình là gì?,Nó là một con bò.,train
cow_020.jpg,Dưới chân những con bò là gì?,Dưới chân chúng là nền đất bùn.,train
cow_020.jpg,Lông của con bò gần nhất màu gì?,Lông của nó có màu trắng.,train
cow_020.jpg,Con bò gần nhất có đeo thẻ tai không?,"Có, nó có đeo thẻ ở tai.",train
cow_021.jpg,Con vật trong ảnh là con gì?,Đây là một con bò.,train
cow_021.jpg,Con bò có màu gì?,Con bò có màu trắng và đen.,train
cow_021.jpg,Bầu trời trong ảnh có màu xanh không?,"Có, bầu trời trong ảnh có màu xanh.",train
cow_021.jpg,Có bao nhiêu con bò trong ảnh?,Bức ảnh chụp một con bò.,train
cow_022.jpg,Đây là bò thật hay bức tượng?,Đây là một bức tượng con bò.,train
cow_022.jpg,Bức tượng bò có màu chủ đạo là gì?,Bức tượng có màu xanh lá cây.,train
cow_022.jpg,Trên thân bò có hình bông hoa không?,"Có, thân bò có hình bông hoa.",train
cow_022.jpg,Có bao nhiêu chân bò có màu cam?,Bức tượng có một chiếc chân màu cam.,train
cow_023.jpg,Động vật trong hình là con gì?,Đó là một con bò đực.,train
cow_023.jpg,Lông của con bò có màu gì?,Lông con bò có màu nâu và trắng.,train
cow_023.jpg,Con bò có đang nằm trên cỏ không?,"Không, con bò đang đứng trên bãi cỏ.",train
cow_023.jpg,Có bao nhiêu con bò trong khung hình?,Khung hình chỉ có một con bò.,train
cow_024.jpg,Những con vật này là con gì?,Chúng là những con bò.,train
cow_024.jpg,Đầu của con bò bên trái có màu gì?,Đầu con bò đó có màu nâu.,train
cow_024.jpg,Các con bò có đứng cùng một chỗ không?,"Không, chúng đang đứng ở nhiều vị trí.",train
cow_024.jpg,Bức ảnh có tổng cộng bao nhiêu con bò?,Bức ảnh có tổng cộng ba con bò.,train
cow_025.jpg,Động vật trong ảnh là gì?,Đó là một con bò đang ăn cỏ.,train
cow_025.jpg,Phần đầu của con bò có màu gì?,Phần đầu của con bò có màu trắng.,train
cow_025.jpg,Con bò có đang nhìn vào ống kính không?,"Không, con bò đang cúi xuống ăn cỏ.",train
cow_025.jpg,Có bao nhiêu con bò đang ăn cỏ?,Bức ảnh chụp một con bò ăn cỏ.,train
cow_026.jpg,Con vật có đeo vật gì ở cổ?,Con bò có đeo một chiếc chuông.,train
cow_026.jpg,Lông của con bò này có màu gì?,Lông của con bò này có màu nâu.,train
cow_026.jpg,Con bò này có sừng không?,"Có, con bò này có hai chiếc sừng.",train
cow_026.jpg,Có bao nhiêu chiếc chuông trên cổ bò?,Con bò đeo một chiếc chuông lớn.,train
cow_027.jpg,Nơi các con bò đang nằm là đâu?,Chúng đang nằm trong một chuồng trại.,train
cow_027.jpg,Những con bò này chủ yếu có màu gì?,Những con bò chủ yếu có màu nâu.,train
cow_027.jpg,Những con bò này có đang đứng không?,"Không, những con bò đang nằm nghỉ ngơi.",train
cow_027.jpg,Có bao nhiêu con bò nằm rõ ở phía trước?,Chuồng có bốn con bò nằm phía trước.,train
cow_028.jpg,Đây là loài động vật nào?,Đây là một con bò màu nâu.,train
cow_028.jpg,Thẻ đeo trên tai bò có màu gì?,Thẻ đeo trên tai có màu vàng.,train
cow_028.jpg,Con bò có đeo chuông ở cổ không?,"Có, con bò có đeo một chiếc chuông.",train
cow_028.jpg,Có bao nhiêu chiếc thẻ trên tai phải?,Tai phải có một chiếc thẻ màu vàng.,train
cow_029.jpg,Động vật chính trong ảnh là con gì?,Động vật chính là một con bò.,train
cow_029.jpg,Những bông hoa trên đồng cỏ có màu gì?,Những bông hoa cỏ có màu vàng.,train
cow_029.jpg,Con bò này có cặp sừng dài không?,"Có, con bò có cặp sừng rất dài.",train
cow_029.jpg,Có bao nhiêu con bò xuất hiện rõ ràng?,Chỉ một con bò xuất hiện rõ ràng.,train
cow_030.jpg,Những con vật trong ảnh là gì?,Chúng là hai con bê con lông xù.,train
cow_030.jpg,Mũi của chúng có màu gì?,Mũi của những con bê có màu đen.,train
cow_030.jpg,Lông của những con vật này có mượt không?,"Không, lông của chúng trông rất xoăn xù.",train
cow_030.jpg,Trong ảnh có bao nhiêu con vật?,Bức ảnh chụp hai con bê con.,train
cow_031.jpg,Con vật trong ảnh là gì?,Đây là một con bò.,train
cow_031.jpg,Con bò có màu gì?,Con bò có màu nâu.,train
cow_031.jpg,Có bao nhiêu con bò trong ảnh?,Có một con bò trong ảnh.,train
cow_031.jpg,Con bò này có sừng không?,"Có, con bò này có sừng.",train
cow_032.jpg,Con vật này là gì?,Đây là một con bê.,train
cow_032.jpg,Lông của con bê màu gì?,Lông con bê màu nâu.,train
cow_032.jpg,Có mấy con vật ở đây?,Có một con vật ở đây.,train
cow_032.jpg,Con bê đang đứng trên cỏ phải không?,"Không, con bê đứng trên đất.",train
cow_033.jpg,Con vật này là gì?,Đây là một con bò.,train
cow_033.jpg,Con bò có những màu nào?,Con bò màu nâu và trắng.,train
cow_033.jpg,Con bò đang đứng ở đâu?,Con bò đứng trên bãi cỏ.,train
cow_033.jpg,Con bò có bị buộc dây không?,"Có, con bò bị buộc dây.",train
cow_034.jpg,Trong ảnh là con vật gì?,Trong ảnh là con bò.,train
cow_034.jpg,Bãi cỏ có màu gì?,Bãi cỏ có màu xanh lá.,train
cow_034.jpg,Có bao nhiêu sừng trên đầu bò?,Có hai cái sừng trên đầu.,train
cow_034.jpg,Bầu vú của con bò có to không?,"Có, bầu vú của nó to.",train
cow_035.jpg,Hai con vật trong hình là gì?,Chúng là bò và bê.,train
cow_035.jpg,Lông con bò lớn màu gì?,Con bò lớn có màu nâu.,train
cow_035.jpg,Có tổng cộng bao nhiêu con vật?,Có hai con vật trong hình.,train
cow_035.jpg,Con bê đi trước con bò phải không?,"Có, con bê đi trước.",train
cow_036.jpg,Những con vật này là gì?,Đây là bò mẹ và bê.,train
cow_036.jpg,Mặt của con bò lớn màu gì?,Mặt của nó có màu trắng.,train
cow_036.jpg,Những con bò đang đứng ở đâu?,Chúng đứng cạnh hàng rào gỗ.,train
cow_036.jpg,Hai con vật có cùng màu lông không?,"Không, chúng có màu khác nhau.",train
cow_037.jpg,Đây là con vật gì?,Đây là một con bò.,train
cow_037.jpg,Con bò có mấy cái sừng?,Con bò có hai cái sừng.,train
cow_037.jpg,Cánh đồng có hoa màu gì?,Cánh đồng có hoa màu vàng.,train
cow_037.jpg,Sừng của con bò có dài không?,"Có, sừng của nó rất dài.",train
cow_038.jpg,Con vật trong ảnh là gì?,Đây là những con bò.,train
cow_038.jpg,Có bao nhiêu con bò trong ảnh?,Có ba con bò trong ảnh.,train
cow_038.jpg,Những con bò đang ở đâu?,Chúng đang ở trong chuồng.,train
cow_038.jpg,Những con bò đang nhìn về phía trước phải không?,"Có, chúng nhìn về phía trước.",train
cow_039.jpg,Con vật trong bức ảnh là gì?,Con vật là một con bò.,train
cow_039.jpg,Lông con bò có màu gì?,Lông con bò màu nâu nhạt.,train
cow_039.jpg,Đuôi của con bò đang ở vị trí nào?,Đuôi con bò đang buông thõng.,train
cow_039.jpg,Có bàn tay người trong ảnh không?,"Có, có một bàn tay người.",train
cow_040.jpg,Những con vật trên đồng cỏ là gì?,Chúng là một đàn bò.,train
cow_040.jpg,Lông của những con bò màu gì?,Chúng có màu trắng và đen.,train
cow_040.jpg,Những con bò này đang làm gì?,Chúng đứng trên đồng cỏ xanh.,train
cow_040.jpg,Bức ảnh có nhiều hơn ba con bò không?,"Có, bức ảnh có nhiều bò.",train
cow_041.jpg,Con vật trong ảnh là con gì?,Đây là một con bò.,train
cow_041.jpg,Có bao nhiêu con bò trong ảnh?,Trong ảnh có một con bò.,train
cow_041.jpg,Lông của con bò có màu gì?,Lông của con bò màu nâu.,train
cow_041.jpg,Con bò này có sừng không?,"Có, con bò này có sừng.",train
cow_042.jpg,Cảnh vật này nằm ở vị trí nào?,Cảnh này ở trước một nhà hàng.,train
cow_042.jpg,Có bao nhiêu con bò mô hình?,Có hai con bò mô hình.,train
cow_042.jpg,Con bò đứng phía trên có màu gì?,Nó có màu trắng và nâu.,train
cow_042.jpg,Những con bò này có phải là thật không?,"Không, đây chỉ là bò mô hình.",train
cow_043.jpg,Con bò đang làm hành động gì?,Con bò đang gặm cỏ.,train
cow_043.jpg,Có loài hoa gì trên bãi cỏ?,Có những bông hoa màu tím.,train
cow_043.jpg,Phần đầu của con bò có màu gì?,Phần đầu có màu trắng và nâu.,train
cow_043.jpg,Con bò có đeo đai ở cổ không?,"Có, con bò có đeo đai cổ.",train
cow_044.jpg,Hai con vật trong ảnh là gì?,Đó là bò mẹ và bò con.,train
cow_044.jpg,Bò mẹ đang làm gì với bò con?,Bò mẹ đang liếm bò con.,train
cow_044.jpg,Lông của bò mẹ có màu gì?,Lông bò mẹ màu đen và trắng.,train
cow_044.jpg,Bò con có đang đứng không?,"Không, bò con đang nằm trên cỏ.",train
cow_045.jpg,Con vật trong ảnh là con gì?,Đây là một con bò đực.,train
cow_045.jpg,Có bao nhiêu con bò trong chuồng?,Chỉ có một con bò trong chuồng.,train
cow_045.jpg,Lông của con bò này màu gì?,Lông của nó có màu nâu đỏ.,train
cow_045.jpg,Con bò này có thân hình lớn không?,"Có, con bò này rất to lớn.",train
cow_046.jpg,Người đàn ông đang làm gì?,Anh ấy đang dắt con bò.,train
cow_046.jpg,Con bò trong ảnh có màu gì?,Con bò này có màu trắng.,train
cow_046.jpg,Có bao nhiêu người đàn ông dắt bò?,Chỉ có một người dắt con bò.,train
cow_046.jpg,Xung quanh có nhiều người xem không?,"Có, có nhiều người đang đứng xem.",train
cow_047.jpg,Con vật này là giống bò gì?,Đây là một con bò sữa.,train
cow_047.jpg,Lông con bò có những màu nào?,Lông nó màu trắng và đốm nâu.,train
cow_047.jpg,Bầu vú của con bò nằm ở đâu?,Bầu vú nằm ở dưới bụng bò.,train
cow_047.jpg,Con bò này có sừng không?,"Không, con bò này không có sừng.",train
cow_048.jpg,Con bò đang ngậm gì trong miệng?,Con bò đang ngậm cỏ xanh.,train
cow_048.jpg,Bầu trời phía sau có màu gì?,Bầu trời phía sau có màu xanh.,train
cow_048.jpg,Có bao nhiêu con bò gặm cỏ rõ nét?,Chỉ có một con bò rõ nét.,train
cow_048.jpg,Trán của con bò có màu trắng không?,"Có, trán của nó có màu trắng.",train
cow_049.jpg,Con vật trong chuồng là con gì?,Đó là một con bò con.,train
cow_049.jpg,Bò con đang ăn thức ăn gì?,Bò con đang ăn cỏ khô.,train
cow_049.jpg,Mũi của con bò có màu gì?,Mũi của nó có màu đen.,train
cow_049.jpg,Bò con có đang ở ngoài đồng không?,"Không, nó đang ở trong chuồng.",train
cow_050.jpg,Phía sau đàn bò có công trình gì?,Có một nhà kho chứa cỏ khô.,train
cow_050.jpg,Có bao nhiêu con bò trong ảnh?,Có hai con bò trong ảnh.,train
cow_050.jpg,Con bò đứng phía trước có màu gì?,Con bò phía trước màu trắng.,train
cow_050.jpg,Những con bò này đang nằm phải không?,"Không, chúng đều đang đứng trên cỏ.",train
cow_051.jpg,Trong ảnh có những con vật gì?,Đây là những con bò.,train
cow_051.jpg,Có bao nhiêu con bò trong ảnh?,Có hai con bò trong ảnh.,train
cow_051.jpg,Con bò đi phía trước có màu gì?,Con bò phía trước màu trắng.,train
cow_051.jpg,Những con bò có đang ăn cỏ không?,"Có, những con bò đang ăn cỏ.",train
cow_052.jpg,Con vật to lớn trong ảnh là gì?,Đây là một con bò.,train
cow_052.jpg,Có bao nhiêu con bò xuất hiện?,Có một con bò xuất hiện.,train
cow_052.jpg,Con bò trong hình có màu gì?,Con bò này có màu trắng.,train
cow_052.jpg,Có người đang dắt con bò không?,"Có, một người đàn ông đang dắt bò.",train
cow_053.jpg,Đây là loài động vật nào?,Đây là một con bò sữa.,train
cow_053.jpg,Có mấy con bò trong bức ảnh này?,Chỉ có một con bò trong ảnh.,train
cow_053.jpg,Con bò sữa có những màu gì?,Con bò có màu đen và trắng.,train
cow_053.jpg,Con bò này có đang nằm không?,"Không, con bò này đang đứng.",train
cow_054.jpg,Con vật trong bức ảnh là con gì?,Đây là một con bò đực.,train
cow_054.jpg,Bạn thấy bao nhiêu cái sừng trên đầu bò?,Có hai cái sừng trên đầu bò.,train
cow_054.jpg,Sợi dây trên mặt bò màu gì?,Sợi dây có màu đỏ.,train
cow_054.jpg,Con bò này có được buộc gần cây không?,"Có, con bò được buộc gần cây.",train
cow_055.jpg,Con vật nhỏ trong hình là gì?,Đây là một con bê con.,train
cow_055.jpg,Có bao nhiêu thẻ tai trên con bê?,Con bê có hai thẻ tai.,train
cow_055.jpg,Phần mũi của con bê có màu gì?,Phần mũi của con bê màu hồng.,train
cow_055.jpg,Con bê có đeo dây xích ở cổ không?,"Có, nó có đeo dây xích ở cổ.",train
cow_056.jpg,Những con vật đang ăn cỏ là gì?,Chúng là những con bò.,train
cow_056.jpg,Có bao nhiêu con bò trong bức ảnh?,Có ba con bò trong bức ảnh.,train
cow_056.jpg,Khung cảnh phía sau những con bò là gì?,Phía sau là những ngọn núi tuyết.,train
cow_056.jpg,Bầu trời trong ảnh có màu xanh không?,"Có, bầu trời trong ảnh màu xanh.",train
cow_057.jpg,Động vật nào đang gặm cỏ trên đồng?,Đó là những con bò.,train
cow_057.jpg,Bạn đếm được mấy con bò ở đây?,Tôi đếm được ba con bò.,train
cow_057.jpg,Con bò đứng gần nhất có màu gì?,Con bò gần nhất màu trắng đốm đen.,train
cow_057.jpg,Những con bò này có đang chạy không?,"Không, chúng đang đứng gặm cỏ.",train
cow_058.jpg,Đàn vật nuôi trong ảnh là gì?,Đây là một đàn bò.,train
cow_058.jpg,Con bò ở phía dưới hàng rào đang làm gì?,Con bò đó đang nằm trên cỏ.,train
cow_058.jpg,Đàn bò này chủ yếu có màu gì?,Đàn bò này chủ yếu màu nâu.,train
cow_058.jpg,Những con bò có bị nhốt ở hàng rào không?,"Có, chúng đứng sau một hàng rào gỗ.",train
cow_059.jpg,Con vật đang nhìn qua khe gỗ là gì?,Đó là một con bò.,train
cow_059.jpg,Có bao nhiêu con bò trong khung hình?,Chỉ có một con bò trong hình.,train
cow_059.jpg,Con bò này đang ở đâu?,Con bò đang ở trong chuồng gỗ.,train
cow_059.jpg,Con bò này có sừng không?,"Có, con bò này có hai cái sừng.",train
cow_060.jpg,Những con bò đang đứng ở đâu?,Chúng đứng trên bãi cỏ cạnh hồ.,train
cow_060.jpg,Có tổng cộng mấy con bò trong ảnh?,Có năm con bò trong ảnh.,train
cow_060.jpg,Mặt nước hồ phía sau có màu gì?,Mặt nước hồ có màu xanh lam.,train
cow_060.jpg,Trong ảnh có ngọn núi nào không?,"Có, có những ngọn núi đá rất lớn.",train
cow_061.jpg,Hình ảnh chụp những con vật gì?,Hình ảnh chụp những con bò sữa.,train
cow_061.jpg,Có bao nhiêu con bò trong ảnh?,Có hai con bò rõ ràng trong ảnh.,train
cow_061.jpg,Bầu trời trong ảnh có màu gì?,Bầu trời trong ảnh có màu xanh lam.,train
cow_061.jpg,Bọn bò có đang đứng yên không?,"Không, bọn bò đang chạy nhảy trên cỏ.",train
cow_062.jpg,Con vật trong ảnh là con gì?,Con vật trong ảnh là một con bò.,train
cow_062.jpg,Con bò có những màu sắc nào?,Con bò có màu nâu và màu trắng.,train
cow_062.jpg,Con bò đang đứng ở đâu?,Con bò đang đứng trên bãi cỏ xanh.,train
cow_062.jpg,Con bò có đang ăn cỏ không?,"Không, con bò chỉ đang đứng ngậm miệng.",train
cow_063.jpg,Con bò đang đeo cái gì trên cổ?,Con bò đang đeo một chiếc chuông to.,train
cow_063.jpg,Con bò này có lông màu gì?,Con bò này có bộ lông màu trắng.,train
cow_063.jpg,Có bao nhiêu con bò trong bức hình?,Chỉ có một con bò trong bức hình.,train
cow_063.jpg,Con bò đang đứng phải không?,"Không, con bò đang nằm nghỉ trên cỏ.",train
cow_064.jpg,Người đàn ông đang làm gì với con bò?,Người đàn ông đang kiểm tra miệng bò.,train
cow_064.jpg,Người đàn ông mặc áo màu gì?,Người đàn ông mặc áo kẻ ca rô.,train
cow_064.jpg,Có bao nhiêu người trong khung hình chính?,Có một người đàn ông trong khung hình.,train
cow_064.jpg,Mũi của con bò có bị buộc dây không?,"Có, mũi con bò bị buộc một sợi dây.",train
cow_065.jpg,Con vật này có đặc điểm ngoại hình thế nào?,Con vật này rất to lớn và cơ bắp.,train
cow_065.jpg,Lông của con bò này màu gì?,Lông của con bò này có màu đen.,train
cow_065.jpg,Có mấy người đang dắt con bò?,Có một người đang dắt con bò.,train
cow_065.jpg,Con bò có đang đứng trên nền đất không?,"Không, con bò đang đứng trên bãi cỏ.",train
cow_066.jpg,Phía sau con bò có công trình gì?,Phía sau con bò có hàng rào gỗ.,train
cow_066.jpg,Sừng của con bò có màu gì?,Sừng của con bò có màu trắng xám.,train
cow_066.jpg,Con bò có bao nhiêu cái sừng?,Con bò có hai cái sừng cong.,train
cow_066.jpg,Con bò đang há miệng đúng không?,"Có, con bò đang há miệng rất to.",train
cow_067.jpg,Người đàn ông đang đứng cạnh con gì?,Người đàn ông đứng cạnh con bò trắng.,train
cow_067.jpg,Người đàn ông mặc chiếc áo khoác màu gì?,Người đàn ông mặc chiếc áo khoác màu xanh.,train
cow_067.jpg,Kích thước của con bò so với người thế nào?,Con bò to và cao hơn người đàn ông.,train
cow_067.jpg,Con bò có sừng không?,"Có, con bò này có hai cái sừng.",train
cow_068.jpg,Con vật đang nhìn về hướng nào?,Con vật đang nhìn thẳng về phía máy ảnh.,train
cow_068.jpg,Xung quanh con bò có màu gì chủ đạo?,Xung quanh con bò chủ yếu là màu xanh.,train
cow_068.jpg,Bạn thấy bao nhiêu cái chân bò?,Tôi thấy bốn cái chân bò trong ảnh.,train
cow_068.jpg,Con bò có đốm trên người không?,"Có, con bò có nhiều đốm trắng nâu.",train
